Pos,PPG,APG,RPG,Label
PG,3.866666666666666,0.7666666666666667,0.5333333333333333,Reserva
C,22.51315789473684,2.1052631578947367,10.605263157894736,All-Star
SF,3.740740740740741,0.5555555555555556,1.7222222222222223,Reserva
PF,13.292682926829269,2.3292682926829267,3.768292682926829,Role Player
SF,15.03658536585366,3.524390243902439,4.560975609756097,Role Player
C,2.888888888888889,0.4444444444444444,1.1666666666666667,Reserva
PG,7.662337662337662,3.311688311688312,2.207792207792208,Reserva
SF,3.2142857142857144,0.1785714285714285,0.8571428571428571,Reserva
C,3.780821917808219,0.3424657534246575,2.4383561643835616,Reserva
SF,14.037037037037036,4.555555555555555,5.555555555555555,Role Player
SF,5.938461538461539,1.5384615384615383,1.7384615384615385,Reserva
SF,10.4375,1.8125,6.2625,Role Player
PF,11.140845070422536,0.6056338028169014,5.873239436619718,Role Player
PF,9.16,0.56,4.56,Reserva
C,11.246753246753247,0.7792207792207793,8.428571428571429,Role Player
SG,13.95744680851064,5.531914893617022,4.9361702127659575,Role Player
SF,18.32051282051282,1.794871794871795,9.14102564102564,Role Player
SF,1.7333333333333334,0.2666666666666666,0.5333333333333333,Reserva
PG,5.5,2.6666666666666665,1.0238095238095235,Reserva
SG,4.528301886792453,0.981132075471698,1.0754716981132075,Reserva
PF,2.321428571428572,0.4642857142857143,1.9642857142857144,Reserva
PF,14.35897435897436,1.6282051282051282,6.987179487179487,Role Player
PG,4.9361702127659575,1.4680851063829787,1.1063829787234043,Reserva
PG,2.677419354838709,3.129032258064516,1.096774193548387,Reserva
PF,9.328947368421051,1.4605263157894737,4.75,Reserva
PF,13.444444444444445,2.6984126984126986,9.206349206349206,Role Player
SF,7.463414634146342,0.8780487804878049,6.7560975609756095,Reserva
PF,16.166666666666668,3.051282051282051,8.846153846153847,Role Player
C,5.0,0.0,2.0,Reserva
C,2.272727272727273,0.0909090909090909,2.0,Reserva
C,1.3333333333333333,0.0,0.6666666666666666,Reserva
PF,4.816901408450704,0.323943661971831,3.140845070422535,Reserva
SF,4.317460317460317,0.746031746031746,1.5555555555555556,Reserva
PG,21.70731707317073,7.097560975609756,4.317073170731708,All-Star
PG,15.2125,8.0,2.8625,All-Star
PG,14.01219512195122,4.2926829268292686,2.463414634146341,Role Player
PG,7.425,2.6,2.6625,Reserva
SG,7.885245901639344,1.2950819672131149,2.0,Reserva
PF,3.709090909090909,0.2727272727272727,3.636363636363636,Reserva
SG,15.621951219512194,2.658536585365854,3.6219512195121952,Role Player
SF,2.0,0.0,0.5,Reserva
PF,6.367088607594937,0.6455696202531646,4.506329113924051,Reserva
PF,1.9318181818181817,0.3636363636363636,1.8409090909090908,Reserva
SF,7.977272727272727,1.25,2.090909090909091,Reserva
SF,20.225,6.85,9.7875,All-Star
PF,7.75,0.75,5.545454545454546,Reserva
C,1.2,0.2666666666666666,1.5333333333333334,Reserva
SG,2.1333333333333333,0.5333333333333333,0.6,Reserva
SG,15.207317073170731,4.146341463414634,2.548780487804878,Role Player
SF,12.014084507042254,3.95774647887324,5.802816901408451,Role Player
SG,19.71951219512195,3.048780487804878,3.658536585365854,Role Player
PF,3.44,0.28,3.36,Reserva
PF,22.08641975308642,4.444444444444445,8.148148148148149,All-Star
PG,8.4875,2.35,2.425,Reserva
PG,3.055555555555556,3.0,1.0416666666666667,Reserva
SG,2.0,0.0,0.75,Reserva
SG,19.5609756097561,2.865853658536585,5.0,Role Player
PG,9.950617283950615,7.839506172839506,3.7901234567901234,Role Player
PF,4.285714285714286,0.2857142857142857,0.8571428571428571,Reserva
PG,13.060975609756095,9.621951219512194,2.5121951219512195,All-Star
PG,1.0909090909090908,0.0909090909090909,0.1818181818181818,Reserva
SF,7.661290322580645,1.1129032258064515,2.467741935483871,Reserva
C,5.506172839506172,0.5925925925925926,5.345679012345679,Reserva
PG,18.696428571428573,9.232142857142858,3.946428571428572,All-Star
PF,20.493827160493822,4.382716049382716,8.432098765432098,All-Star
PF,14.625,6.875,5.71875,Role Player
PF,0.3478260869565217,0.2608695652173913,1.608695652173913,Reserva
SG,12.757142857142858,3.5142857142857142,3.3285714285714287,Role Player
PF,11.323529411764708,1.9411764705882355,10.838235294117649,Role Player
SG,30.37804878048781,4.2926829268292686,6.621951219512195,All-Star
PG,3.9166666666666665,1.2083333333333333,2.1666666666666665,Reserva
PF,6.085365853658536,0.7804878048780488,5.548780487804878,Reserva
PF,19.620253164556964,2.189873417721519,11.443037974683543,All-Star
PF,0.0,0.3333333333333333,0.6666666666666666,Reserva
PG,8.390243902439025,2.341463414634146,1.3414634146341464,Reserva
SF,6.7105263157894735,1.5,4.776315789473684,Reserva
SF,3.36231884057971,0.9420289855072465,1.8115942028985508,Reserva
PG,16.641975308641975,9.666666666666666,6.827160493827161,All-Star
SF,7.925,1.3,3.5625,Reserva
PG,1.1666666666666667,0.3333333333333333,0.3333333333333333,Reserva
SG,4.5,1.4193548387096775,1.7741935483870968,Reserva
PF,2.533333333333333,0.1333333333333333,1.5333333333333334,Reserva
C,2.9285714285714284,0.7857142857142857,2.357142857142857,Reserva
C,3.029850746268657,0.7611940298507462,4.059701492537314,Reserva
SF,13.148148148148149,3.54320987654321,3.9876543209876543,Role Player
C,16.445945945945947,2.6621621621621623,7.27027027027027,Role Player
C,11.71830985915493,0.9154929577464788,6.408450704225352,Role Player
SF,2.8292682926829267,0.2926829268292683,1.2926829268292683,Reserva
C,2.4444444444444446,0.0555555555555555,1.8888888888888888,Reserva
SG,9.428571428571429,1.7662337662337662,1.818181818181818,Reserva
SG,5.866666666666666,1.0333333333333334,1.7333333333333334,Reserva
C,1.3333333333333333,0.0,0.6666666666666666,Reserva
SF,4.6875,0.1875,1.8125,Reserva
C,2.234375,0.296875,4.375,Reserva
PF,3.581818181818182,0.8,1.1636363636363636,Reserva
PF,13.146341463414634,2.231707317073171,9.609756097560975,Role Player
C,9.096774193548388,1.9193548387096773,5.129032258064516,Role Player
SF,3.8289473684210527,0.6710526315789473,2.75,Reserva
SF,10.806451612903226,2.548387096774193,3.161290322580645,Reserva
SF,11.160714285714286,1.5892857142857142,3.6607142857142856,Reserva
PG,3.217391304347826,0.6956521739130435,0.9565217391304348,Reserva
C,2.4,0.32,2.2,Reserva
SF,10.634146341463415,2.609756097560976,3.719512195121952,Reserva
SG,5.8125,0.8125,1.25,Reserva
PF,25.682926829268293,4.2073170731707314,9.804878048780488,All-Star
PF,13.363636363636363,1.9696969696969693,4.333333333333333,Role Player
PF,3.689655172413793,0.2413793103448276,1.896551724137931,Reserva
SG,10.773584905660377,2.2264150943396226,1.4528301886792452,Reserva
SF,2.264705882352941,0.2058823529411764,0.7647058823529411,Reserva
SF,5.516129032258065,0.7903225806451613,3.435483870967742,Reserva
SG,2.25,0.5,0.5,Reserva
PG,7.033898305084746,3.6779661016949152,1.3898305084745763,Reserva
SF,23.444444444444443,2.7777777777777777,5.388888888888889,Role Player
SF,14.585365853658535,4.426829268292683,9.317073170731708,Role Player
PF,9.98148148148148,0.5555555555555556,6.518518518518518,Role Player
PG,16.226666666666667,4.4,3.053333333333333,Role Player
PG,5.146341463414634,3.682926829268293,1.0975609756097562,Reserva
PF,3.032258064516129,0.3870967741935484,2.306451612903226,Reserva
SF,18.949367088607595,2.6835443037974684,4.79746835443038,Role Player
SG,2.5,0.5833333333333334,0.8333333333333334,Reserva
PF,13.421052631578949,0.986842105263158,7.526315789473684,Role Player
C,2.275,0.1375,2.875,Reserva
SF,11.72,3.493333333333333,4.8133333333333335,Role Player
SG,10.666666666666666,2.5308641975308643,3.753086419753086,Reserva
PG,5.0,3.581818181818182,3.8181818181818175,Reserva
C,5.041666666666667,0.7916666666666666,4.430555555555555,Reserva
PF,1.3333333333333333,0.1481481481481481,0.925925925925926,Reserva
PF,12.921052631578949,2.881578947368421,7.394736842105263,Role Player
SG,21.13157894736842,3.3289473684210527,2.8157894736842106,Role Player
SF,15.0625,2.35,5.5375,Role Player
PF,9.378048780487806,1.195121951219512,4.2926829268292686,Reserva
SG,3.210526315789474,0.4210526315789473,0.631578947368421,Reserva
SG,9.564102564102564,1.871794871794872,3.2948717948717947,Reserva
SF,10.82051282051282,0.9487179487179488,4.346153846153846,Reserva
C,4.82051282051282,0.5641025641025641,3.58974358974359,Reserva
C,7.245901639344262,0.7049180327868853,5.770491803278689,Role Player
SG,11.375,0.75,2.75,Reserva
SG,10.469696969696969,1.1666666666666667,3.4696969696969697,Reserva
SG,6.613636363636363,1.1363636363636365,1.3863636363636365,Reserva
C,23.185714285714287,2.271428571428572,10.385714285714286,All-Star
SF,13.345454545454546,3.527272727272728,2.890909090909091,Role Player
C,1.121212121212121,0.0909090909090909,0.8484848484848485,Reserva
PG,8.863013698630137,4.47945205479452,2.315068493150685,Role Player
C,14.526315789473683,0.7368421052631579,9.578947368421051,Role Player
SF,8.441558441558442,1.0909090909090908,3.1948051948051948,Reserva
SF,16.158536585365855,1.5975609756097562,4.2926829268292686,Role Player
C,11.0,1.4594594594594594,11.77027027027027,All-Star
SG,3.887323943661972,2.0422535211267605,1.971830985915493,Reserva
PG,2.6,0.4,0.0,Reserva
SG,10.841463414634148,1.8780487804878048,2.4390243902439024,Reserva
SF,8.941176470588236,1.8529411764705883,3.882352941176471,Reserva
SG,6.234375,0.984375,2.625,Reserva
C,26.55555555555556,2.8703703703703702,11.037037037037036,All-Star
C,6.6,0.4,6.4,Role Player
PF,11.39622641509434,2.5849056603773586,8.679245283018869,Role Player
C,26.88888888888889,3.5694444444444446,10.88888888888889,All-Star
C,3.649122807017544,0.087719298245614,3.0701754385964914,Reserva
PF,3.575,0.625,2.5,Reserva
PG,3.309090909090909,1.9272727272727272,1.1454545454545455,Reserva
SF,13.03225806451613,3.290322580645161,6.629032258064516,Role Player
PG,18.06451612903226,7.806451612903226,4.258064516129032,All-Star
C,3.918918918918919,0.3918918918918919,4.094594594594595,Reserva
C,3.90625,0.453125,3.375,Reserva
PG,19.296296296296298,7.506172839506172,4.185185185185185,All-Star
SG,9.726027397260276,1.6164383561643836,1.8767123287671232,Reserva
C,1.0,0.1428571428571428,0.5714285714285714,Reserva
C,5.1625,0.4125,6.0625,Reserva
PF,11.829268292682928,1.4634146341463414,4.475609756097561,Reserva
PG,8.604938271604938,4.3580246913580245,1.6790123456790125,Role Player
PF,2.3666666666666667,0.2666666666666666,1.6,Reserva
SF,10.9125,1.25,5.1625,Reserva
SG,12.74390243902439,1.6829268292682926,3.9146341463414633,Reserva
SG,14.59722222222222,3.763888888888889,3.625,Role Player
SG,4.630769230769231,0.7384615384615385,1.5846153846153843,Reserva
SG,9.697368421052632,1.3289473684210529,1.7894736842105263,Reserva
PF,6.45945945945946,0.972972972972973,6.1891891891891895,Reserva
SF,19.428571428571427,5.87012987012987,6.441558441558442,Role Player
C,12.160493827160494,0.7160493827160493,9.432098765432098,Role Player
PG,9.426829268292684,5.512195121951219,2.5853658536585367,Role Player
PG,10.0,5.135802469135802,2.814814814814815,Role Player
PG,8.0,2.571428571428572,1.0,Reserva
PG,3.5,3.5,1.0,Reserva
PF,19.67924528301887,1.5660377358490567,9.849056603773583,All-Star
C,4.546666666666667,0.1733333333333333,3.96,Reserva
SG,6.920634920634921,2.6984126984126986,2.2857142857142856,Reserva
C,13.25974025974026,1.4155844155844155,7.402597402597403,Role Player
PG,5.470588235294118,2.313725490196078,1.5490196078431373,Reserva
PF,3.811594202898551,0.1594202898550724,2.9420289855072466,Reserva
PF,6.569230769230769,0.6461538461538462,3.923076923076923,Reserva
PG,2.9444444444444446,1.5,1.2222222222222223,Reserva
SG,4.887096774193548,1.096774193548387,1.1935483870967742,Reserva
SF,2.9473684210526314,0.631578947368421,1.736842105263158,Reserva
SF,21.64556962025317,2.9367088607594938,4.784810126582278,Role Player
PG,11.65079365079365,5.396825396825397,2.507936507936508,Role Player
SG,23.11111111111111,3.1481481481481484,3.320987654320988,Role Player
SG,19.6,2.84,4.12,Role Player
C,3.68,0.2,3.04,Reserva
PG,3.9871794871794872,1.5769230769230769,1.7692307692307692,Reserva
C,3.696969696969697,0.7878787878787878,1.4242424242424243,Reserva
C,6.980392156862745,0.803921568627451,3.176470588235294,Reserva
SG,9.324675324675324,4.194805194805195,4.441558441558442,Role Player
SF,21.07692307692308,2.435897435897436,5.67948717948718,Role Player
C,25.01219512195122,3.0121951219512195,12.195121951219512,Superstar
SF,20.24390243902439,3.573170731707317,6.146341463414634,Role Player
PG,8.539473684210526,1.973684210526316,2.0657894736842106,Reserva
PG,5.744186046511628,3.302325581395349,1.813953488372093,Reserva
PF,5.484375,2.5,14.875,All-Star
SF,1.836734693877551,0.3061224489795918,1.5918367346938775,Reserva
PF,7.678571428571429,0.625,3.0357142857142856,Reserva
SF,11.552238805970148,2.492537313432836,4.268656716417911,Role Player
C,6.523076923076923,0.7230769230769231,3.923076923076923,Reserva
SG,10.0375,6.1875,3.25,Role Player
SF,5.265625,0.65625,2.390625,Reserva
C,3.1186440677966103,0.3728813559322034,2.8983050847457625,Reserva
PG,12.754098360655735,4.409836065573771,2.1639344262295084,Role Player
PF,1.1428571428571428,0.4285714285714285,0.8571428571428571,Reserva
SF,2.949152542372881,0.4915254237288136,1.5254237288135593,Reserva
C,14.493150684931509,1.7808219178082192,8.054794520547945,Role Player
PF,4.404761904761905,1.2857142857142858,3.333333333333333,Reserva
C,3.15625,0.28125,2.78125,Reserva
C,1.6571428571428573,0.0571428571428571,0.9428571428571428,Reserva
C,3.363636363636364,0.4242424242424242,2.363636363636364,Reserva
SF,17.142857142857142,4.380952380952381,5.206349206349207,Role Player
SG,10.2375,1.5375,2.4,Reserva
SF,17.451219512195124,2.963414634146341,3.768292682926829,Role Player
SF,11.483870967741936,1.870967741935484,3.870967741935484,Reserva
C,12.125,1.109375,7.796875,Role Player
PG,6.613333333333333,4.48,2.986666666666667,Reserva
SF,4.555555555555555,1.537037037037037,2.685185185185185,Reserva
PF,3.6,0.6333333333333333,2.6,Reserva
PG,6.3,3.8,1.6,Reserva
PF,2.8181818181818183,0.1818181818181818,1.3636363636363635,Reserva
PF,8.342465753424657,0.8904109589041096,4.958904109589041,Reserva
PF,1.9411764705882355,0.2352941176470588,1.2941176470588236,Reserva
PF,15.25609756097561,0.9634146341463414,8.74390243902439,Role Player
PG,8.529411764705882,3.602941176470588,1.411764705882353,Reserva
PF,5.492307692307692,1.6923076923076923,5.984615384615385,Reserva
SG,18.075,2.8,4.075,Role Player
SG,5.050847457627119,2.610169491525424,1.6101694915254237,Reserva
C,18.476190476190474,1.746031746031746,6.873015873015873,Role Player
PG,2.6744186046511627,1.697674418604651,1.0,Reserva
C,0.8235294117647058,0.0588235294117647,0.7647058823529411,Reserva
C,5.577464788732394,0.1549295774647887,4.309859154929577,Reserva
SG,18.884615384615383,4.205128205128205,4.871794871794871,Role Player
SG,19.22222222222222,3.861111111111111,3.6805555555555554,Role Player
SG,12.641975308641976,3.888888888888889,2.925925925925926,Role Player
SG,13.646341463414634,2.9390243902439024,4.878048780487805,Role Player
PG,14.74390243902439,11.170731707317072,2.756097560975609,All-Star
PG,19.01428571428572,9.32857142857143,4.014285714285714,All-Star
PG,18.746268656716417,9.552238805970148,4.432835820895522,All-Star
PF,3.3968253968253967,0.5079365079365079,2.8253968253968256,Reserva
SG,5.341772151898734,2.949367088607595,1.7088607594936709,Reserva
PG,5.25,2.125,1.0416666666666667,Reserva
PF,0.0,0.0,2.0,Reserva
C,7.671641791044776,0.9253731343283582,4.776119402985074,Reserva
PF,9.0,0.6216216216216216,5.9324324324324325,Role Player
PG,4.242424242424242,0.9393939393939394,0.7272727272727273,Reserva
C,1.9318181818181817,0.5909090909090909,4.5227272727272725,Reserva
PF,0.4285714285714285,0.0,1.7142857142857142,Reserva
PF,14.158536585365852,1.9268292682926829,8.390243902439025,Role Player
PG,7.268292682926829,3.2804878048780486,1.1585365853658536,Reserva
PF,10.666666666666666,0.9206349206349206,3.3968253968253967,Reserva
SF,1.6923076923076923,0.0769230769230769,0.4615384615384615,Reserva
C,2.411764705882353,0.1470588235294117,1.5,Reserva
PF,7.507246376811594,0.7246376811594203,3.449275362318841,Reserva
PF,3.615384615384616,0.4615384615384615,2.1538461538461537,Reserva
PG,14.85135135135135,6.878378378378378,2.445945945945946,Role Player
SF,0.6,0.0666666666666666,0.4,Reserva
PF,1.93939393939394,0.2424242424242424,2.4242424242424243,Reserva
PF,16.225,1.4,10.1,Role Player
PF,10.076923076923077,1.3076923076923077,4.661538461538462,Reserva
SG,4.227272727272728,2.409090909090909,1.25,Reserva
PG,3.935483870967742,2.129032258064516,1.6451612903225807,Reserva
SF,3.0,1.5,1.6875,Reserva
SF,16.666666666666668,2.025641025641025,9.653846153846152,Role Player
PG,7.064935064935065,3.8181818181818175,1.2987012987012987,Reserva
PF,23.73333333333333,5.0,7.6,All-Star
SF,1.6363636363636365,0.2727272727272727,0.6363636363636364,Reserva
C,5.295774647887324,0.647887323943662,2.4507042253521125,Reserva
C,3.0,0.1538461538461538,1.7692307692307692,Reserva
PG,12.304878048780488,4.7560975609756095,3.2195121951219514,Role Player
SG,6.36986301369863,1.63013698630137,2.2054794520547945,Reserva
C,3.191489361702128,0.1276595744680851,2.8297872340425534,Reserva
PF,5.0,0.25,3.125,Reserva
PG,7.142857142857143,2.4285714285714284,1.5714285714285714,Reserva
SG,6.714285714285714,2.4285714285714284,2.321428571428572,Reserva
PF,7.3,0.6,5.771428571428571,Reserva
SF,10.703125,1.09375,3.390625,Reserva
PF-C,3.136363636363636,0.6136363636363636,2.0454545454545454,Reserva
C,7.338709677419355,1.0,6.0,Role Player
PF,9.0125,0.5875,10.0375,Role Player
C,3.046153846153846,1.3076923076923077,8.015384615384615,Role Player
PG,6.111111111111111,3.4444444444444446,2.555555555555556,Reserva
SF,2.193548387096774,0.2580645161290322,1.2903225806451613,Reserva
SF,4.634615384615385,1.4230769230769231,2.3461538461538463,Reserva
PF,3.076923076923077,0.3846153846153846,3.5384615384615383,Reserva
SF,13.63013698630137,3.150684931506849,4.36986301369863,Role Player
SF,5.60377358490566,0.4339622641509434,2.150943396226415,Reserva
PF,10.586666666666666,0.7066666666666667,8.506666666666666,Role Player
PF,3.8333333333333335,0.6666666666666666,2.333333333333333,Reserva
SG,3.716666666666667,0.9666666666666668,0.9333333333333332,Reserva
SF,3.75,0.6363636363636364,2.363636363636364,Reserva
PF,4.546875,0.984375,2.921875,Reserva
PF,3.3548387096774195,0.5483870967741935,2.4838709677419355,Reserva
PG,2.375,1.5,0.75,Reserva
PG,3.623376623376624,2.7662337662337664,1.6103896103896105,Reserva
C,11.649122807017545,0.6666666666666666,6.245614035087719,Role Player
C,3.95774647887324,0.2253521126760563,2.5774647887323945,Reserva
PG,13.746666666666666,2.52,1.6266666666666667,Role Player
PF,18.675,2.1875,6.9375,Role Player
SF,3.1219512195121952,0.8292682926829268,1.0975609756097562,Reserva
PG,7.2125,3.175,1.5375,Reserva
SG,3.0,2.0,1.2894736842105263,Reserva
SG,13.439024390243905,2.5609756097560976,3.975609756097561,Role Player
C,0.0,0.0,2.0,Reserva
PF,1.2903225806451613,0.0967741935483871,1.6774193548387095,Reserva
C,3.926829268292683,0.4146341463414634,5.463414634146342,Reserva
PG,17.51219512195122,7.121951219512195,4.426829268292683,All-Star
SG,12.015873015873016,2.888888888888889,4.825396825396825,Role Player
SG,5.938461538461539,0.7538461538461538,2.753846153846154,Reserva
SG,2.9642857142857144,1.2142857142857142,1.5,Reserva
PG,9.476923076923075,6.2615384615384615,2.830769230769231,Role Player
PG,7.938775510204081,2.571428571428572,1.510204081632653,Reserva
PG,6.134328358208955,2.611940298507463,1.1343283582089552,Reserva
SG,5.558139534883721,2.0930232558139537,2.2790697674418605,Reserva
SF,4.923076923076923,0.9615384615384616,3.4743589743589745,Reserva
SG,4.65,0.9333333333333332,2.3,Reserva
C,9.658536585365852,1.2317073170731707,5.829268292682927,Role Player
PF,20.987179487179485,2.7051282051282053,10.307692307692308,All-Star
PF,19.16981132075472,4.679245283018868,13.50943396226415,All-Star
PG,12.5,3.375,2.0,Role Player
SG,7.491525423728813,2.610169491525424,1.8644067796610169,Reserva
SG,4.913793103448276,1.9827586206896552,1.706896551724138,Reserva
C,3.25,0.25,2.25,Reserva
PG,2.4444444444444446,1.2222222222222223,0.4444444444444444,Reserva
PG,9.921052631578949,4.184210526315789,2.1842105263157894,Role Player
PG,17.358974358974358,5.935897435897436,5.294871794871795,Role Player
PF,4.155172413793103,0.603448275862069,4.758620689655173,Reserva
PG,8.03076923076923,7.215384615384615,2.169230769230769,Role Player
SG,2.375,0.0,0.75,Reserva
PG,5.809523809523809,2.523809523809524,1.380952380952381,Reserva
SF,0.0,0.0,0.0,Reserva
SG,2.5,0.5909090909090909,0.6818181818181818,Reserva
C,13.164383561643836,0.7123287671232876,8.36986301369863,Role Player
C,1.6388888888888888,0.1944444444444444,1.8888888888888888,Reserva
PG,19.47435897435897,6.282051282051282,3.858974358974359,All-Star
PF,4.764705882352941,0.8823529411764706,2.0,Reserva
PG,1.5,0.7631578947368421,0.4736842105263157,Reserva
SF,2.914285714285714,0.4,2.1142857142857143,Reserva
PG,7.619047619047619,3.1904761904761907,2.2857142857142856,Reserva
PG,3.9047619047619047,0.9523809523809524,0.7142857142857143,Reserva
C,2.6666666666666665,0.8333333333333334,4.166666666666667,Reserva
PF,9.5125,1.15,8.375,Role Player
PG,4.736111111111111,1.8472222222222223,1.5416666666666667,Reserva
SG,7.591549295774648,1.2816901408450705,1.8591549295774648,Reserva
PF,9.268292682926829,1.146341463414634,5.170731707317073,Reserva
SF,1.8289473684210529,0.7894736842105263,1.6578947368421053,Reserva
PF,4.507042253521127,0.943661971830986,1.647887323943662,Reserva
SF,5.157894736842105,1.2982456140350878,2.771929824561404,Reserva
SF,6.166666666666667,0.4583333333333333,1.7083333333333333,Reserva
SG,3.020408163265306,0.6122448979591837,1.0816326530612246,Reserva
PF,7.32,1.1866666666666668,4.013333333333334,Reserva
C,1.8414634146341464,0.524390243902439,3.902439024390244,Reserva
PF,2.2444444444444445,0.2666666666666666,3.7111111111111112,Reserva
C,14.841269841269842,1.5396825396825398,6.253968253968254,Role Player
PF,14.909090909090908,1.6363636363636365,7.987012987012987,Role Player
PF,7.353658536585366,0.902439024390244,2.3780487804878048,Reserva
SG,6.127272727272727,0.8727272727272727,2.0545454545454547,Reserva
PF,1.25,0.0,1.0,Reserva
PG,15.852459016393444,5.0,2.9836065573770494,Role Player
C,2.565217391304348,0.4347826086956521,2.760869565217391,Reserva
SF,14.58,1.28,6.6,Role Player
PF,1.5833333333333333,0.3333333333333333,1.1666666666666667,Reserva
SG,13.815384615384616,2.8,2.7846153846153845,Role Player
SG,10.59493670886076,1.4430379746835442,3.392405063291139,Reserva
PF,3.3703703703703702,0.8703703703703703,2.888888888888889,Reserva
PG,1.6956521739130437,0.7391304347826086,0.2608695652173913,Reserva
PG,9.307692307692308,6.123076923076923,2.9384615384615387,Role Player
SG,14.51851851851852,3.888888888888889,5.333333333333333,Role Player
PF,18.105263157894736,3.3859649122807016,10.052631578947368,All-Star
PG,6.098039215686274,2.92156862745098,2.313725490196078,Reserva
C,7.756756756756757,1.4054054054054057,4.364864864864865,Reserva
SF,9.514285714285714,1.7714285714285714,4.2,Reserva
PF,2.7777777777777777,0.0,1.7777777777777777,Reserva
PG,4.833333333333333,2.125,0.9791666666666666,Reserva
PF,8.222222222222221,0.8666666666666667,4.066666666666666,Reserva
PF,0.7777777777777778,0.4444444444444444,1.0,Reserva
SG,14.823529411764708,1.7352941176470589,3.1029411764705883,Reserva
SG,3.925925925925926,0.5308641975308642,1.469135802469136,Reserva
C,5.138888888888889,0.5972222222222222,4.083333333333333,Reserva
SG,4.454545454545454,1.181818181818182,1.9545454545454544,Reserva
SG,12.535714285714286,1.821428571428572,2.4285714285714284,Reserva
C,1.3902439024390243,0.073170731707317,2.0,Reserva
PF,10.46341463414634,0.7926829268292683,7.292682926829267,Role Player
PF,1.45,0.0,1.35,Reserva
PF,10.4,0.7375,9.65,Role Player
PG,5.0,2.0,1.6923076923076923,Reserva
SG,5.027777777777778,0.9444444444444444,1.1111111111111112,Reserva
SF,8.52,1.8,4.306666666666667,Reserva
SG,14.54320987654321,1.4444444444444444,4.074074074074074,Reserva
C,5.28169014084507,0.4507042253521127,4.197183098591549,Reserva
PG,6.438356164383562,2.164383561643836,1.3013698630136987,Reserva
SG,12.305555555555555,3.208333333333333,2.9166666666666665,Role Player
C,7.0,1.3333333333333333,3.6666666666666665,Reserva
PG,5.442622950819672,1.6229508196721312,1.6229508196721312,Reserva
SG,1.0,0.0,0.0,Reserva
C,12.641975308641976,3.7160493827160495,8.950617283950617,Role Player
SG,3.125,0.625,0.625,Reserva
PG,9.670886075949369,5.405063291139241,2.4430379746835444,Role Player
C,2.0,0.275,1.9,Reserva
SG,17.967741935483872,5.709677419354839,6.016129032258065,Role Player
SG,2.4,0.4,1.4666666666666666,Reserva
C,4.0,0.6153846153846154,2.3076923076923075,Reserva
C,3.91358024691358,0.5061728395061729,7.320987654320987,Role Player
SG,14.658227848101266,4.025316455696203,2.4177215189873418,Role Player
SG,3.583333333333333,1.0416666666666667,0.6666666666666666,Reserva
C,4.0,0.425531914893617,2.042553191489361,Reserva
PG,6.928571428571429,3.2285714285714286,1.6142857142857143,Reserva
SF,7.836065573770492,1.8688524590163933,3.098360655737705,Reserva
PG,5.9375,1.78125,1.34375,Reserva
SG,3.4516129032258065,1.096774193548387,1.7741935483870968,Reserva
PG,4.487804878048781,2.414634146341464,1.024390243902439,Reserva
SF,11.653846153846152,3.9743589743589753,3.0128205128205128,Role Player
SF,14.923076923076923,3.17948717948718,4.871794871794871,Role Player
SF,16.597560975609756,2.0121951219512195,3.573170731707317,Role Player
PF,21.87272727272727,2.381818181818182,7.0181818181818185,Role Player
PF,2.5,0.6666666666666666,4.333333333333333,Reserva
SF,1.4285714285714286,0.5,0.5714285714285714,Reserva
C,22.44871794871795,2.0,10.692307692307692,All-Star
PF-C,3.682926829268293,0.6341463414634146,5.219512195121951,Reserva
SF,6.354838709677419,1.064516129032258,2.274193548387097,Reserva
PF,10.609756097560975,1.8414634146341464,4.109756097560975,Reserva
SF,15.048192771084338,2.698795180722892,4.481927710843373,Role Player
C,0.3333333333333333,0.0,0.8333333333333334,Reserva
PG,3.8625,1.4875,1.2125,Reserva
C,3.518987341772152,0.3924050632911392,2.367088607594937,Reserva
SF,15.447368421052632,3.763157894736842,5.184210526315789,Role Player
C,4.053333333333334,0.32,3.32,Reserva
SF,4.951612903225806,1.2419354838709675,1.7258064516129032,Reserva
SF,17.0,3.064935064935065,8.025974025974026,Role Player
C,7.970588235294118,0.5588235294117647,7.279411764705882,Role Player
PF,18.95744680851064,0.5957446808510638,7.872340425531915,Role Player
PG,1.4615384615384617,0.9230769230769232,0.3846153846153846,Reserva
C,8.918367346938776,0.7755102040816326,5.26530612244898,Reserva
SF,21.817073170731707,3.975609756097561,6.085365853658536,Role Player
PF,8.6375,0.6625,6.2125,Role Player
PG,6.45,3.65,1.4,Reserva
SG,3.321428571428572,0.3928571428571428,0.4642857142857143,Reserva
PF,10.5,1.1666666666666667,5.916666666666667,Role Player
PG,3.928571428571429,1.6071428571428572,1.3571428571428572,Reserva
PF,4.051282051282051,0.8717948717948718,3.282051282051282,Reserva
PF,12.611940298507465,2.4328358208955225,8.955223880597014,Role Player
PF,3.0,0.3333333333333333,2.333333333333333,Reserva
SF,2.6,0.4,0.6,Reserva
SG,3.64,1.0,1.52,Reserva
PF,7.192771084337349,0.8313253012048193,7.903614457831325,Role Player
PG,2.0,0.9111111111111112,0.4888888888888889,Reserva
PF,20.64197530864197,4.135802469135802,8.666666666666666,All-Star
C,2.0,0.25,1.6,Reserva
