Player,Pos,PPG,APG,RPG
Mark Aguirre,SF,10.58974358974359,2.6666666666666665,2.9743589743589745
Danny Ainge,SG,8.911764705882353,2.647058823529412,1.9264705882352944
Gary Alexander,PF,1.7272727272727273,0.1818181818181818,1.3636363636363635
Victor Alexander,C,8.72463768115942,0.9565217391304348,4.463768115942029
Eric Anderson,PF,1.9090909090909087,0.1818181818181818,1.5454545454545454
Greg Anderson,PF,6.376623376623376,0.6623376623376623,7.415584415584416
Kenny Anderson,PG,18.75609756097561,9.560975609756095,3.926829268292683
Nick Anderson,SG,15.765432098765432,3.6296296296296298,5.876543209876544
Ron Anderson,SF,4.571428571428571,0.8095238095238095,2.523809523809524
Willie Anderson,SG,11.9375,4.3375,3.025
Greg Anthony,PG,7.85,4.5625,2.3625
B.J. Armstrong,PG,14.78048780487805,3.9390243902439024,2.073170731707317
Vincent Askew,SG,9.0875,2.425,2.3
Keith Askins,SF,2.2972972972972974,0.3513513513513513,2.216216216216216
Stacey Augmon,SG,14.78048780487805,2.2804878048780486,4.804878048780488
Isaac Austin,C,5.142857142857143,1.2142857142857142,4.928571428571429
Anthony Avent,PF,5.256756756756757,0.8783783783783784,4.567567567567568
John Bagley,PG,0.6666666666666666,1.0,0.3333333333333333
Thurl Bailey,PF,7.379746835443038,0.6835443037974683,2.721518987341772
Vin Baker,C,13.475609756097562,1.9878048780487805,7.573170731707317
Charles Barkley*,PF,21.56923076923077,4.553846153846154,11.184615384615384
Dana Barros,PG,13.271604938271604,5.234567901234568,2.419753086419753
Jon Barry,SG,6.180555555555555,2.333333333333333,2.0277777777777777
John Battle,SG,6.627450980392157,1.6274509803921569,0.7647058823529411
Benoit Benjamin,C,9.324675324675324,0.5714285714285714,6.48051948051948
Tony Bennett,PG,3.351351351351352,2.202702702702702,1.2162162162162162
David Benoit,SF,6.509090909090909,0.4181818181818181,4.727272727272728
Rolando Blackman,SG,7.272727272727272,1.3818181818181818,1.690909090909091
Mookie Blaylock,PG,13.802469135802468,9.74074074074074,5.234567901234568
Corie Blount,PF,2.955223880597015,0.835820895522388,2.8955223880597014
Muggsy Bogues,PG,10.844155844155845,10.12987012987013,4.064935064935065
Manute Bol,C,0.5714285714285714,0.0714285714285714,1.2857142857142858
Walter Bond,SG,3.142857142857143,0.5535714285714286,1.0892857142857142
Anthony Bonner,SF,5.123287671232877,1.2054794520547945,4.712328767123288
Anthony Bowie,SG,4.571428571428571,1.457142857142857,1.7142857142857142
Sam Bowie,C,8.92,1.88,5.24
Shawn Bradley,C,10.285714285714286,2.0,6.244897959183674
Terrell Brandon,PG,8.301369863013699,3.7945205479452055,2.1780821917808217
Randy Breuer,C,0.7307692307692307,0.3076923076923077,2.1538461538461537
Frank Brickowski,C,13.169014084507042,3.126760563380281,5.690140845070423
Kevin Brooks,SF,2.5,0.088235294117647,0.6176470588235294
Scott Brooks,PG,5.219178082191781,2.041095890410959,1.3972602739726028
Chucky Brown,SF,3.0,0.0,1.0
Dee Brown,SG,15.48051948051948,4.5064935064935066,3.896103896103896
Mike Brown,C,3.6463414634146334,0.8780487804878049,5.451219512195122
P.J. Brown,C,5.69620253164557,1.1772151898734178,6.2405063291139244
Randy Brown,PG,4.475409836065574,2.180327868852459,1.836065573770492
Mark Bryant,C,5.594936708860759,0.4683544303797468,3.987341772151898
Jud Buechler,SF,2.9444444444444446,0.4444444444444444,0.8888888888888888
Matt Bullard,PF,3.476923076923077,0.9846153846153848,1.2923076923076924
Evers Burns,PF,2.4347826086956523,0.391304347826087,1.3043478260869563
Scott Burrell,SF,4.784313725490196,1.2156862745098038,2.588235294117647
Willie Burton,SF,7.0,0.7358490566037735,2.5660377358490565
Mitchell Butler,SG,6.906666666666666,1.0266666666666666,3.0
Michael Cage,C,4.609756097560975,0.5487804878048781,5.414634146341464
Elden Campbell,PF,12.289473684210526,1.131578947368421,6.828947368421052
Tony Campbell,SF,8.80952380952381,1.3015873015873016,2.952380952380953
Antoine Carr,PF,5.823529411764706,0.4411764705882353,1.5
Bill Cartwright,C,5.595238095238095,1.3571428571428572,3.619047619047619
Sam Cassell,PG,6.666666666666667,2.909090909090909,2.0303030303030303
Duane Causwell,C,4.439024390243903,0.2682926829268293,4.536585365853658
Cedric Ceballos,SF,19.056603773584907,1.7169811320754718,6.490566037735849
Tom Chambers,PF,11.1625,0.9875,4.075
Rex Chapman,SG,18.23333333333333,3.083333333333333,2.433333333333333
Calbert Cheaney,SG,11.984615384615385,1.9384615384615385,2.923076923076923
Pete Chilcutt,PF,5.921052631578948,1.131578947368421,4.881578947368421
Doug Christie,SG,10.33846153846154,2.0923076923076924,3.615384615384616
Ben Coleman,PF,3.111111111111111,0.0,2.888888888888889
Derrick Coleman,PF,20.246753246753247,3.4025974025974026,11.2987012987013
Bimbo Coles,PG,7.736842105263157,3.460526315789474,2.0921052631578947
Marty Conlon,C,7.766666666666667,1.1333333333333333,4.633333333333334
Lester Conner,PG,2.8181818181818183,2.8181818181818183,2.1818181818181817
Anthony Cook,PF,2.48,0.16,2.24
Duane Cooper,PG,2.0869565217391304,1.2173913043478262,0.391304347826087
Tyrone Corbin,SF,8.036585365853659,1.4878048780487805,4.743902439024391
Chris Corchiani,PG,2.294117647058824,1.6862745098039216,0.8627450980392157
Joe Courtney,PF,3.230769230769231,0.2884615384615384,1.0769230769230769
John Crotty,PG,2.933333333333333,1.711111111111111,0.6888888888888889
Terry Cummings,PF,7.271186440677966,0.847457627118644,5.033898305084746
Earl Cureton,PF,2.0,0.0,6.0
Dell Curry,SG,16.28048780487805,2.6951219512195124,3.1951219512195124
Michael Curry,SG,0.9,0.1,0.1
Lloyd Daniels,SG,5.6923076923076925,1.446153846153846,1.7076923076923076
Brad Daugherty,C,16.96,2.98,10.16
Antonio Davis,PF,7.728395061728395,0.6790123456790124,6.234567901234568
Brian Davis,SF,1.9264705882352944,0.3235294117647059,0.8088235294117647
Dale Davis,PF,11.681818181818182,1.5151515151515151,10.87878787878788
Hubert Davis,SG,10.964285714285714,2.946428571428572,1.1964285714285714
Terry Davis,PF,3.733333333333333,0.4,4.933333333333334
Johnny Dawkins,PG,6.597222222222222,3.6527777777777777,1.7083333333333333
Todd Day,SG,12.710526315789474,1.8157894736842104,4.078947368421052
Terry Dehere,PG,5.34375,1.21875,1.0625
Vinny Del,SG,10.03896103896104,4.155844155844156,2.090909090909091
Bison Dele,C,7.9875,0.625,5.575
Dell Demps,PG,2.0,0.5,0.0
Vlade Divac,C,14.21518987341772,3.886075949367088,10.772151898734178
Sherman Douglas,PG,13.333333333333334,8.756410256410257,2.4743589743589745
Greg Dreiling,C,2.4444444444444446,0.5740740740740741,3.1481481481481484
Clyde Drexler*,SG,19.16176470588235,4.897058823529412,6.544117647058823
Kevin Duckworth,C,6.608695652173913,0.8115942028985508,4.710144927536232
Chris Dudley,C,2.333333333333333,0.8333333333333334,4.0
Joe Dumars*,SG,20.43478260869565,3.782608695652174,2.188405797101449
Acie Earl,C,5.54054054054054,0.1621621621621621,3.3378378378378377
Bill Edwards,PF,2.0,1.3333333333333333,4.666666666666667
Blue Edwards,SF,11.621951219512194,2.0853658536585367,4.012195121951219
Doug Edwards,PF,2.6875,0.5,1.125
James Edwards,C,4.666666666666667,0.4888888888888889,1.4444444444444444
Kevin Edwards,SG,13.951219512195122,2.8292682926829267,3.426829268292683
Craig Ehlo,SG,10.01219512195122,3.3292682926829267,3.402439024390244
Mario Elie,SF,9.343283582089551,3.1044776119402986,2.701492537313433
Sean Elliott,SF,12.123287671232877,2.698630136986301,3.602739726027397
Dale Ellis,SF,15.194805194805197,1.0389610389610389,3.311688311688312
Harold Ellis,SF,8.653061224489797,0.6326530612244898,3.122448979591837
LaPhonso Ellis,PF,15.379746835443038,2.113924050632912,8.632911392405063
LeRon Ellis,C,4.42,0.48,3.76
Pervis Ellison,C,7.319148936170213,1.4893617021276595,5.148936170212766
Jo Jo,SG,3.611111111111111,1.0555555555555556,1.25
Patrick Ewing*,C,24.54430379746836,2.2658227848101267,11.20253164556962
Jim Farmer,SG,1.0,1.0,0.5
Duane Ferrell,SF,7.125,0.9027777777777778,1.7916666666666667
Danny Ferry,PF,5.0,1.0571428571428572,2.0142857142857142
Vern Fleming,PG,6.509090909090909,3.145454545454545,2.2363636363636363
Sleepy Floyd,PG,3.7735849056603774,1.9056603773584904,1.320754716981132
Alphonso Ford,PG,2.6666666666666665,0.1666666666666666,0.0
Greg Foster,PF,3.333333333333333,0.0,1.0
Rick Fox,SF,10.817073170731708,2.6463414634146343,4.329268292682927
Tellis Frank,PF,2.8059701492537314,0.8507462686567164,3.283582089552239
Corey Gaines,SG,1.8333333333333333,1.6666666666666667,0.7222222222222222
Chad Gallagher,C,3.0,0.0,0.0
Kevin Gamble,SF,11.52,1.9866666666666664,2.12
Chris Gatling,C,8.182926829268293,0.5,4.841463414634147
Kenny Gattison,PF,7.688311688311688,1.2337662337662338,4.64935064935065
Andrew Gaze,SG,3.142857142857143,0.7142857142857143,1.0
Matt Geiger,C,7.236111111111111,0.4444444444444444,4.208333333333333
Kendall Gill,SG,14.063291139240508,3.481012658227848,3.392405063291139
Armen Gilliam,PF,11.829268292682928,0.8414634146341463,6.097560975609756
Mike Gminski,C,2.9655172413793105,0.3793103448275862,2.5517241379310347
Ricky Grace,PG,1.3333333333333333,0.3333333333333333,0.3333333333333333
Greg Graham,SG,4.828571428571428,0.9428571428571428,1.2285714285714286
Paul Graham,SG,2.761904761904762,0.6190476190476191,0.5714285714285714
Gary Grant,PG,7.538461538461538,3.730769230769231,1.8205128205128205
Harvey Grant,SF,10.363636363636363,1.3896103896103895,4.558441558441558
Horace Grant,PF,15.1,3.3714285714285714,10.985714285714286
Josh Grant,PF,2.962264150943396,0.4528301886792453,1.679245283018868
Jeff Grayer,SG,6.791044776119403,0.9253731343283582,2.8507462686567164
A.C. Green,PF,14.682926829268292,1.670731707317073,9.182926829268292
Litterial Green,PG,2.5172413793103448,0.3103448275862069,0.4137931034482758
Sean Green,SG,4.138888888888889,0.4444444444444444,0.9444444444444444
Tom Gugliotta,PF,17.08974358974359,3.5384615384615383,9.333333333333334
Andres Guibert,C,3.0,0.4,3.2
Jay Guidinger,C,1.46875,0.09375,1.03125
Jack Haley,PF,2.107142857142857,0.0357142857142857,0.8571428571428571
Geert Hammink,C,2.0,1.0,1.0
Tom Hammonds,PF,4.067567567567568,0.4594594594594595,2.689189189189189
Anfernee Hardaway,PG,16.01219512195122,6.634146341463414,5.353658536585366
Derek Harper,PG,9.646341463414634,4.073170731707317,1.7195121951219512
Ron Harper,SG,20.106666666666666,4.586666666666667,6.133333333333334
Lucious Harris,SG,5.428571428571429,1.3766233766233766,2.038961038961039
Tony Harris,SG,8.8,1.6,2.0
Antonio Harvey,PF,2.592592592592593,0.1851851851851851,2.185185185185185
Scott Haskin,C,2.037037037037037,0.2222222222222222,2.037037037037037
Hersey Hawkins,SG,14.390243902439025,2.6341463414634148,4.597560975609756
Skeeter Henry,SG,1.0,1.0,0.5
Steve Henson,PG,1.0,1.6666666666666667,0.3333333333333333
Carl Herrera,PF,4.706666666666667,0.4933333333333333,3.8
Rod Higgins,SF,5.416666666666667,1.0,2.2777777777777777
Tyrone Hill,PF,10.578947368421051,0.8070175438596491,8.75438596491228
Donald Hodge,C,2.72,0.64,1.9
Tito Horford,C,0.0,0.0,1.0
Jeff Hornacek,SG,15.925,5.2375,3.4875
Robert Horry,SF,9.91358024691358,2.851851851851852,5.432098765432099
Allan Houston,SG,8.455696202531646,1.2658227848101269,1.518987341772152
Byron Houston,PF,2.76056338028169,0.4507042253521127,2.732394366197183
Stephen Howard,SF,3.4444444444444446,0.1111111111111111,1.7777777777777777
Jay Humphries,SG,7.48,2.92,1.6933333333333334
Lindsey Hunter,PG,10.28048780487805,4.7560975609756095,2.304878048780488
Bobby Hurley,PG,7.052631578947368,6.052631578947368,1.7894736842105263
Jaren Jackson,SG,2.7586206896551726,0.9310344827586208,0.5862068965517241
Jim Jackson,SG,19.21951219512195,4.560975609756097,4.7317073170731705
Mark Jackson,PG,10.949367088607596,8.582278481012658,4.405063291139241
Stanley Jackson,SG,2.235294117647059,0.9411764705882352,1.588235294117647
Dave Jamerson,SG,0.4,0.2,0.8
Henry James,PF,3.4166666666666665,0.0833333333333333,1.1666666666666667
Keith Jennings,PG,5.684210526315789,2.8684210526315788,1.1710526315789471
Chris Jent,SF,10.333333333333334,2.333333333333333,5.0
Avery Johnson,PG,10.853658536585366,5.280487804878049,2.1463414634146343
Dave Johnson,SG,2.764705882352941,0.2352941176470588,0.9411764705882352
Eddie Johnson,SF,11.452054794520548,1.7123287671232876,3.068493150684932
Ervin Johnson,C,2.6,0.1555555555555555,2.6222222222222222
Frank Johnson,PG,4.628571428571429,2.1142857142857143,1.1714285714285717
Kevin Johnson,PG,20.0,9.507462686567164,2.492537313432836
Larry Johnson,PF,16.352941176470587,3.607843137254902,8.784313725490197
Charles Jones,C,2.1666666666666665,0.6904761904761905,5.595238095238095
Popeye Jones,PF,5.777777777777778,1.2222222222222223,7.469135802469136
Adonis Jordan,PG,2.5,3.1666666666666665,1.0
Reggie Jordan,SG,5.434782608695652,1.1304347826086956,2.9130434782608696
Adam Keefe,PF,4.333333333333333,0.5396825396825397,3.1904761904761907
Shawn Kemp,PF,18.11392405063291,2.6202531645569622,10.772151898734178
Tim Kempton,PF,3.0,0.6923076923076923,1.8461538461538465
Steve Kerr,PG,8.646341463414634,2.5609756097560976,1.5975609756097562
Jerome Kersey,SF,6.512820512820513,0.9615384615384616,4.243589743589744
Alec Kessler,PF,2.2,0.1333333333333333,0.6666666666666666
Warren Kidd,PF,3.632352941176471,0.2794117647058823,3.426470588235294
Chris King,SF,3.6666666666666665,0.7333333333333333,1.0
Rich King,C,1.5185185185185186,0.2962962962962963,0.7407407407407407
Stacey King,C,7.857142857142857,1.183673469387755,4.918367346938775
Greg Kite,C,1.1724137931034482,0.1379310344827586,2.413793103448276
Joe Kleine,C,3.8513513513513513,0.6081081081081081,2.608108108108108
Negele Knight,PG,9.153846153846152,3.0307692307692307,1.5846153846153843
Jon Koncak,C,4.170731707317073,1.2439024390243902,4.451219512195122
Larry Krystkowiak,PF,5.088235294117647,1.0294117647058822,3.6176470588235294
Toni Kukoc,SF,10.853333333333332,3.36,3.96
Christian Laettner,PF,16.757142857142856,4.385714285714286,8.6
Bill Laimbeer,C,9.818181818181818,1.2727272727272727,5.090909090909091
Andrew Lang,C,6.146341463414634,0.6219512195121951,3.817073170731707
Eric Leckner,C,5.098591549295775,1.2112676056338028,3.971830985915493
Tim Legler,PG,8.30379746835443,1.518987341772152,1.620253164556962
Jim Les,PG,2.5,2.1666666666666665,0.7222222222222222
Fat Lever,PG,6.851851851851852,2.6296296296296298,3.493827160493827
Marcus Liberty,SF,2.8684210526315788,0.4473684210526316,1.605263157894737
Todd Lichti,SG,4.461538461538462,0.8461538461538461,1.6923076923076923
Brad Lohaus,PF,4.029850746268656,0.9253731343283582,2.238805970149253
Grant Long,PF,11.420289855072465,2.463768115942029,7.173913043478261
Luc Longley,C,6.947368421052632,1.4342105263157894,5.697368421052632
George Lynch,SF,9.591549295774648,1.352112676056338,5.774647887323944
Malcolm Mackey,C,1.4545454545454546,0.0454545454545454,1.0909090909090908
Don MacLean,SF,18.2,2.1333333333333333,6.226666666666667
Mark Macon,SG,3.880952380952381,1.2142857142857142,0.9761904761904762
Gerald Madkins,SG,1.5909090909090908,0.8636363636363636,0.5
Rick Mahorn,PF,2.107142857142857,0.1785714285714285,1.9285714285714288
Dan Majerle,SG,16.5,3.4375,4.3625
Jeff Malone,SG,16.38961038961039,1.6233766233766234,2.5844155844155843
Karl Malone*,PF,25.15853658536585,4.0,11.46341463414634
Moses Malone*,C,5.345454545454546,0.6181818181818182,4.109090909090909
Danny Manning,PF,20.63235294117647,3.838235294117647,6.838235294117647
Roy Marble,SF,0.8,0.2,1.6
Bob Martin,C,2.0943396226415096,0.320754716981132,2.207547169811321
Jamal Mashburn,SF,19.151898734177216,3.367088607594937,4.468354430379747
Anthony Mason,PF,7.232876712328767,2.068493150684932,5.849315068493151
Marlon Maxey,PF,4.509090909090909,0.1818181818181818,3.618181818181818
Vernon Maxwell,SG,13.64,5.066666666666666,3.053333333333333
Lee Mayberry,PG,5.280487804878049,2.6219512195121952,1.2317073170731707
Xavier McDaniel,SF,11.317073170731708,1.5365853658536586,4.878048780487805
Derrick McKey,SF,11.986842105263158,4.302631578947368,5.289473684210527
Nate McMillan,PG,5.986301369863014,5.301369863013699,3.8767123287671232
Darnell Mee,SG,1.921052631578948,0.4210526315789473,0.9210526315789472
Oliver Miller,C,9.217391304347826,3.536231884057971,6.898550724637682
Reggie Miller*,SG,19.924050632911392,3.1392405063291138,2.6835443037974684
Chris Mills,SF,9.40506329113924,1.620253164556962,5.075949367088608
Terry Mills,PF,17.2625,2.2125,8.4
Harold Miner,SG,10.492063492063492,1.507936507936508,2.4761904761904763
Sam Mitchell,PF,4.826666666666667,0.8666666666666667,2.533333333333333
Tracy Moore,SG,2.0,0.0,0.3333333333333333
Darren Morningstar,C,4.173913043478261,0.6521739130434783,3.5217391304347827
Chris Morris,SF,10.88,1.66,4.56
Alonzo Mourning*,C,21.45,1.4333333333333331,10.166666666666666
Chris Mullin*,SF,16.774193548387096,5.080645161290323,5.564516129032258
Eric Murdock,PG,15.329268292682928,6.658536585365853,3.182926829268293
Gheorghe Muresan,C,5.62962962962963,0.3333333333333333,3.555555555555556
Tod Murphy,PF,1.6666666666666667,0.4444444444444444,1.1111111111111112
Tracy Murray,SF,6.575757575757576,0.4696969696969697,1.681818181818182
Jerrod Mustaf,PF,2.212121212121212,0.2424242424242424,1.6666666666666667
Dikembe Mutombo*,C,12.024390243902438,1.548780487804878,11.841463414634148
Pete Myers,SG,7.926829268292683,2.9878048780487805,2.207317073170732
Larry Nance,PF,11.212121212121213,1.4848484848484849,6.878787878787879
Chuck Nevitt,C,3.0,0.0,1.0
Johnny Newman,SF,10.271604938271604,0.8888888888888888,2.2222222222222223
Ken Norman,SF,11.939024390243905,2.707317073170732,6.097560975609756
Shaquille O'Neal*,C,29.34567901234568,2.4074074074074074,13.234567901234568
Dan O'Sullivan,C,1.3076923076923077,0.2307692307692307,0.7692307692307693
Charles Oakley,PF,11.817073170731708,2.658536585365854,11.768292682926829
Hakeem Olajuwon*,C,27.3,3.5875,11.9375
Jimmy Oliver,SG,4.909090909090909,0.75,1.0454545454545454
Bo Outlaw,SF,6.945945945945946,0.972972972972973,5.72972972972973
Doug Overton,PG,3.5737704918032787,1.5081967213114753,1.1311475409836065
Billy Owens,PF,15.0126582278481,4.1265822784810124,8.10126582278481
Robert Pack,PG,9.56060606060606,5.393939393939394,1.8636363636363635
Gerald Paddio,SF,2.9444444444444446,0.6111111111111112,0.8888888888888888
Robert Parish*,C,11.702702702702704,1.108108108108108,7.324324324324325
John Paxson,PG,2.592592592592593,1.2222222222222223,0.7407407407407407
Gary Payton*,PG,16.451219512195124,6.024390243902439,3.2804878048780486
Anthony Peeler,SG,14.1,3.1333333333333333,3.633333333333333
Mike Peplowski,C,3.2,0.4363636363636363,3.0727272727272728
Will Perdue,C,2.7209302325581395,0.7906976744186046,2.9302325581395348
Sam Perkins,PF,12.333333333333334,1.3703703703703705,4.518518518518518
Elliot Perry,PG,3.888888888888889,4.62962962962963,1.4444444444444444
Tim Perry,PF,8.9875,1.175,5.05
Chuck Person,SF,11.61038961038961,2.4025974025974026,3.2857142857142856
Richard Petruska,C,2.409090909090909,0.0454545454545454,1.4090909090909092
Bobby Phills,SG,8.305555555555555,1.8472222222222223,2.9444444444444446
Ricky Pierce,SG,14.490196078431373,1.7843137254901962,1.6274509803921569
Ed Pinckney,PF,5.184210526315789,0.8157894736842105,6.289473684210527
Scottie Pippen*,SF,22.041666666666668,5.597222222222222,8.73611111111111
Olden Polynice,C,11.602941176470589,0.6029411764705882,11.897058823529411
Terry Porter,PG,13.116883116883116,5.207792207792208,2.792207792207792
Brent Price,PG,6.153846153846154,3.276923076923077,1.3846153846153846
Mark Price,PG,17.31578947368421,7.75,3.0
Dino Radja,PF,15.1,1.425,7.2125
Kurt Rambis,PF,3.28,0.64,3.78
Mark Randall,PF,2.071428571428572,0.3928571428571428,0.7857142857142857
J.R. Reid,PF,8.957142857142857,1.042857142857143,3.142857142857143
Glen Rice,SF,21.08641975308642,2.271604938271605,5.3580246913580245
Pooh Richardson,PG,10.0,6.405405405405405,2.972972972972973
Mitch Richmond*,SG,23.371794871794872,4.012820512820513,3.6666666666666665
Isaiah Rider,SG,16.620253164556964,2.556962025316456,3.987341772151898
Eric Riley,C,1.872340425531915,0.1914893617021276,1.25531914893617
Doc Rivers,PG,7.526315789473684,5.2631578947368425,2.0526315789473686
Stanley Roberts,C,7.428571428571429,0.7857142857142857,6.642857142857143
Clifford Robinson,C,20.085365853658537,1.9390243902439024,6.7073170731707314
David Robinson*,C,29.7875,4.7625,10.6875
James Robinson,PG,4.758620689655173,1.1724137931034482,1.3448275862068966
Larry Robinson,SG,4.166666666666667,1.0,1.6666666666666667
Rumeal Robinson,PG,4.225806451612903,2.032258064516129,1.032258064516129
Dennis Rodman*,PF,4.6835443037974684,2.329113924050633,17.303797468354432
Rodney Rogers,SF,8.10126582278481,1.2784810126582278,2.8607594936708862
Tree Rollins,C,1.6888888888888889,0.2,2.1333333333333333
Sean Rooks,C,11.404255319148936,1.0425531914893618,5.51063829787234
Donald Royal,SF,7.391891891891892,0.8243243243243243,3.351351351351352
Bryon Russell,SF,4.985074626865671,0.8059701492537313,2.701492537313433
John Salley,PF,7.657894736842105,1.7763157894736843,5.355263157894737
Danny Schayes,C,2.361111111111111,0.3611111111111111,2.1944444444444446
Steve Scheffler,C,2.142857142857143,0.1714285714285714,0.7428571428571429
Dwayne Schintzius,C,2.2666666666666666,0.4333333333333333,2.966666666666667
Detlef Schrempf,SF,14.962962962962964,3.3950617283950617,5.604938271604938
Byron Scott,SG,10.388059701492535,1.985074626865672,1.6417910447761197
Dennis Scott,SF,12.75609756097561,2.6341463414634148,2.658536585365854
Malik Sealy,SF,6.627906976744186,1.1162790697674418,2.744186046511628
Rony Seikaly,C,15.11111111111111,1.8888888888888888,10.27777777777778
Brian Shaw,SG,9.0,5.0,4.545454545454546
Lionel Simmons,SF,15.053333333333333,4.066666666666666,7.493333333333333
Scott Skiles,PG,9.939024390243905,6.134146341463414,2.304878048780488
Charles Smith,SF,10.395348837209305,1.162790697674419,3.8372093023255816
Chris Smith,PG,5.9125,3.5625,1.525
Doug Smith,PF,8.835443037974683,1.5063291139240509,4.417721518987341
Kenny Smith,PG,11.615384615384617,4.1923076923076925,1.7692307692307692
LaBradford Smith,SG,5.03030303030303,1.6515151515151516,1.2727272727272727
Reggie Smith,PF,1.7674418604651163,0.0930232558139534,2.302325581395349
Steve Smith,SG,17.256410256410255,5.051282051282051,4.512820512820513
Tony Smith,SG,8.835616438356164,2.0273972602739727,2.671232876712329
Rik Smits,C,15.692307692307692,2.0,6.1923076923076925
Andre Spencer,SF,5.678571428571429,0.7857142857142857,2.607142857142857
Elmore Spencer,C,8.855263157894736,0.986842105263158,5.4605263157894735
Felton Spencer,C,8.569620253164556,0.5443037974683544,8.329113924050633
Latrell Sprewell,SG,20.97560975609756,4.695121951219512,4.890243902439025
John Starks,SG,18.983050847457623,5.898305084745763,3.135593220338983
Larry Stewart,SF,4.333333333333333,0.6666666666666666,2.333333333333333
Bryant Stith,SG,12.475609756097562,2.426829268292683,4.2560975609756095
John Stockton*,PG,15.073170731707316,12.573170731707316,3.1463414634146343
Rod Strickland,PG,17.20731707317073,9.024390243902438,4.512195121951219
Derek Strong,PF,6.626865671641791,0.7164179104477612,4.1940298507462686
Isiah Thomas*,PG,14.758620689655173,6.879310344827586,2.7413793103448274
Kevin Thompson,C,0.9285714285714286,0.2142857142857142,0.9285714285714286
LaSalle Thompson,C,2.333333333333333,0.5333333333333333,2.5
Otis Thorpe,PF,14.01219512195122,2.304878048780488,10.609756097560975
Sedale Threatt,PG,11.91358024691358,4.246913580246914,1.8888888888888888
Wayman Tisdale,PF,16.696202531645568,1.759493670886076,7.0886075949367084
Tom Tolbert,SF,3.816326530612245,0.6122448979591837,2.204081632653061
Sedric Toney,PG,0.5,0.9166666666666666,0.25
Keith Tower,C,0.7272727272727273,0.0909090909090909,0.5454545454545454
Jeff Turner,PF,6.632352941176471,0.8823529411764706,3.985294117647059
Nick Van,PG,13.567901234567902,5.753086419753086,2.938271604938272
Loy Vaught,PF,11.693333333333332,0.9866666666666668,8.746666666666666
Kenny Walker,SF,4.808219178082192,0.4520547945205479,3.958904109589041
Rex Walters,SG,3.375,1.4791666666666667,0.7916666666666666
Clarence Weatherspoon,SF,18.365853658536587,2.341463414634146,10.146341463414634
Spud Webb,PG,12.721518987341772,6.6835443037974684,2.810126582278481
Chris Webber,C,17.539473684210527,3.5789473684210527,9.13157894736842
Bill Wennington,C,7.131578947368421,0.9210526315789472,4.644736842105263
Matt Wenstrom,C,1.6363636363636365,0.0,1.0909090909090908
David Wesley,PG,3.05,2.05,0.7333333333333333
Doug West,SG,14.666666666666666,2.388888888888889,3.208333333333333
Mark West,C,4.658536585365853,0.4024390243902439,3.597560975609756
Ennis Whatley,PG,3.5609756097560976,2.207317073170732,1.2073170731707317
Randy White,PF,6.388888888888889,0.6111111111111112,4.611111111111111
Chris Whitney,PG,1.8,1.325,0.725
Morlon Wiley,PG,1.3125,1.4375,0.625
Dominique Wilkins*,SF,25.986486486486488,2.283783783783784,6.5
Gerald Wilkins,SG,14.268292682926829,3.109756097560976,3.695121951219512
Aaron Williams,PF,0.6666666666666666,0.1666666666666666,0.5
Buck Williams,PF,9.666666666666666,0.9876543209876544,10.407407407407408
Corey Williams,PG,2.75,1.5,1.5
Herb Williams,C,3.3285714285714287,0.4,2.6
Hot Rod,PF,13.68421052631579,2.539473684210526,7.565789473684211
Jayson Williams,PF,4.6,0.3714285714285714,3.757142857142857
John Williams,SF,5.617647058823529,2.8529411764705883,3.735294117647059
Kenny Williams,SF,6.279411764705882,0.7647058823529411,3.014705882352941
Lorenzo Williams,PF,2.894736842105264,0.6578947368421053,5.7105263157894735
Micheal Williams,PG,13.67605633802817,7.211267605633803,3.112676056338028
Reggie Williams,SF,12.98780487804878,3.658536585365854,4.780487804878049
Scott Williams,C,7.605263157894737,1.0263157894736843,4.7631578947368425
Walt Williams,SF,11.192982456140353,2.3157894736842106,4.12280701754386
Kevin Willis,PF,19.1375,1.875,12.0375
Trevor Wilson,PF,8.175438596491228,1.263157894736842,4.789473684210527
David Wingate,SG,6.2,2.08,2.68
David Wood,PF,4.128205128205129,0.6538461538461539,3.0641025641025643
Randy Woods,PG,3.625,1.775,0.725
Orlando Woolridge,SF,12.66216216216216,1.8783783783783785,4.027027027027027
Haywoode Workman,PG,7.707692307692308,6.215384615384616,3.1384615384615384
James Worthy*,SF,10.15,1.925,2.2625
Luther Wright,C,1.2666666666666666,0.0,0.6666666666666666
Alaa Abdelnaby,PF,4.7407407407407405,0.2407407407407407,2.111111111111111
Mahmoud Abdul-Rauf,PG,15.95890410958904,3.602739726027397,1.8767123287671232
Michael Adams,PG,6.482758620689655,3.2758620689655173,1.0
Rafael Addison,SF,8.30379746835443,1.379746835443038,3.0632911392405062
Danny Ainge,SG,7.716216216216216,2.8378378378378377,1.472972972972973
Victor Alexander,C,10.04,1.2,5.82
Derrick Alston,C,4.671875,0.515625,3.421875
Greg Anderson,PF,2.9019607843137254,0.3333333333333333,3.686274509803922
Kenny Anderson,PG,17.59722222222222,9.444444444444445,3.4722222222222223
Nick Anderson,SG,15.789473684210526,4.131578947368421,4.407894736842105
Willie Anderson,SG,4.868421052631579,1.368421052631579,1.4473684210526316
